altitude,temp,voltage,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,เpsLat,gpsLng,gpsAlt,gpsSat,state, humidity , lastCmd
505.70,45.75,8.13,-4.47,-4.47,-4.47,19.60,-3.50,-19.60,7.50,106.00,11.20,12.608536,100.940315,-19.10,5,0,45.87,N/A$
564.76,45.92,8.13,-4.47,-4.47,-4.47,19.60,19.60,-17.88,1.50,54.20,-34.30,12.608536,100.940315,-19.10,5,0,43.81,N/A$
497.55,46.43,8.13,4.47,-4.47,-4.47,19.60,11.47,-0.23,-9.90,96.60,2.60,12.608536,100.940315,-19.10,5,0,41.07,N/A$
495.65,46.84,7.89,4.47,-4.47,-4.47,19.60,5.04,-3.95,-19.30,121.60,-55.20,12.608536,100.940315,-19.10,5,0,38.29,N/A$
493.65,46.75,7.88,4.47,-4.47,-4.47,19.60,3.43,-3.39,-23.60,98.70,-64.30,12.608536,100.940315,-19.10,5,0,37.33,N/A$
514.22,44.93,7.89,4.47,-4.47,-4.47,19.60,1.86,-1.13,-14.60,80.90,-70.70,12.608536,100.940315,-19.10,5,0,36.60,N/A$
511.95,44.87,7.23,4.47,-4.47,-4.47,14.50,0.68,-0.13,-14.90,74.30,-64.30,12.608536,100.940315,-19.10,5,0,36.10,N/A$
511.84,44.64,7.88,4.47,-4.47,-4.47,15.32,1.20,-2.34,-22.80,70.10,-56.80,12.608536,100.940315,-19.10,5,0,35.58,N/A$
510.84,44.55,7.25,4.47,-4.47,-4.47,12.17,1.14,0.67,-9.00,75.10,-65.90,12.608536,100.940315,-19.10,5,0,34.98,N/A$
511.10,44.39,7.25,4.47,-4.47,-4.47,10.49,0.78,-2.12,-26.60,82.10,-60.40,12.608536,100.940315,-19.10,5,0,34.65,N/A$
510.30,44.35,7.22,4.47,-4.47,-4.47,11.96,0.94,-0.16,-12.00,97.80,-71.20,12.608536,100.940315,-19.10,5,0,34.38,N/A$
510.71,44.22,8.12,4.47,-4.47,-4.47,10.99,0.61,-1.18,-10.10,113.30,-62.50,12.608536,100.940315,-19.10,5,0,33.97,N/A$
509.89,44.19,8.13,4.47,-4.47,-4.47,11.59,2.22,-0.77,-11.60,123.80,-49.30,12.608536,100.940315,-19.10,5,0,33.70,N/A$
486.65,45.83,8.13,4.47,-4.47,-4.47,8.32,0.07,-1.13,3.60,135.80,-25.10,12.608536,100.940315,-19.10,5,0,33.45,N/A$
486.28,45.81,8.13,4.47,-4.47,-4.47,10.67,1.64,-0.56,-9.00,119.40,-6.10,12.608536,100.940315,-19.10,5,0,33.30,N/A$
485.60,45.79,8.13,4.47,-4.47,-4.47,9.87,0.89,-0.42,-6.40,95.80,3.80,12.608536,100.940315,-19.10,0,0,33.09,N/A$
484.90,45.78,8.13,4.47,-4.47,-4.47,10.69,1.95,-1.36,4.90,65.40,-4.30,12.608536,100.940315,-19.10,0,0,32.86,N/A$
484.29,45.75,8.13,4.47,-4.47,-4.47,8.64,0.62,-0.72,-10.80,55.10,-35.20,12.608536,100.940315,-19.10,0,0,32.68,N/A$
483.16,45.72,8.13,4.47,-4.47,-4.47,10.64,1.67,-0.60,-2.90,72.30,-64.10,12.608536,100.940315,-19.10,0,0,32.55,N/A$
482.80,45.71,8.13,4.47,-4.47,-4.47,9.39,1.32,-0.31,-3.10,109.00,-69.50,12.608536,100.940315,-19.10,0,0,32.39,N/A$
481.72,45.71,8.13,4.47,-4.47,-4.47,10.18,2.27,-1.21,-8.90,131.90,-38.60,12.608536,100.940315,-19.10,0,0,32.29,N/A$
481.40,45.70,8.13,4.47,-4.47,-4.47,8.67,1.22,-1.00,4.00,121.30,-3.90,12.608536,100.940315,-19.10,0,0,32.21,N/A$
480.51,45.69,8.13,4.47,-4.47,-4.47,10.61,1.92,-1.06,1.40,80.90,3.30,12.608536,100.940315,-19.10,0,0,32.14,N/A$
479.97,45.68,7.88,4.47,-4.47,-4.47,9.13,1.44,-0.56,-9.40,53.80,-31.00,12.608536,100.940315,-19.10,0,0,32.07,N/A$
501.32,44.05,7.25,4.47,-4.47,-4.47,10.42,2.51,-0.70,-7.20,72.40,-67.30,12.608536,100.940315,-19.10,0,0,32.01,N/A$
499.64,44.13,7.22,4.47,-4.47,-4.47,9.25,2.00,-1.04,-14.20,118.30,-63.90,12.608536,100.940315,-19.10,0,0,31.96,N/A$
498.88,44.15,7.23,4.47,-4.47,-4.47,9.93,1.96,-0.91,-8.50,134.80,-18.10,12.608536,100.940315,-19.10,0,0,31.89,N/A$
498.12,44.14,7.89,4.47,-4.47,-4.47,9.98,1.59,-1.09,-5.30,94.60,3.80,12.608536,100.940315,-19.10,0,0,31.86,N/A$
497.70,44.10,7.24,4.47,-4.47,-4.47,9.79,1.79,-0.39,-7.20,58.30,-17.80,12.608536,100.940315,-19.10,0,0,31.82,N/A$
497.51,44.05,7.25,4.47,-4.47,-4.47,10.14,1.75,-1.08,-10.20,60.40,-54.30,12.608536,100.940315,-19.10,0,0,31.76,N/A$
496.32,44.05,7.25,4.47,-4.47,-4.47,10.06,1.73,-0.99,-11.00,93.10,-71.90,12.608536,100.940315,-19.10,0,0,31.67,N/A$
496.55,44.00,8.12,4.47,-4.47,-4.47,9.46,1.00,-1.22,-1.20,128.90,-57.50,12.608536,100.940315,-19.10,0,0,31.66,N/A$
474.17,45.55,8.13,4.47,-4.47,-4.47,9.68,1.12,-0.84,-1.90,136.20,-28.20,12.608536,100.940315,-19.10,0,0,31.59,N/A$
473.68,45.52,8.12,4.47,-4.47,-4.47,10.04,1.29,-1.07,-2.60,125.10,-7.90,12.608536,100.940315,-19.10,0,0,31.56,N/A$
472.99,45.49,8.13,4.47,-4.47,-4.47,10.04,0.92,-1.20,1.00,108.30,5.60,12.608536,100.940315,-19.10,0,0,31.52,N/A$
472.40,45.47,8.13,4.47,-4.47,-4.47,9.73,0.62,-1.12,0.50,88.60,5.90,12.608536,100.940315,-19.10,0,0,31.50,N/A$
471.94,45.45,8.12,4.47,-4.47,-4.47,9.46,0.96,-0.91,0.90,75.50,2.40,12.608536,100.940315,-19.10,0,0,31.49,N/A$
471.06,45.44,8.13,4.47,-4.47,-4.47,9.92,0.68,-1.16,1.70,68.30,-1.40,12.608536,100.940315,-19.10,0,0,31.45,N/A$
470.49,45.42,8.13,4.47,-4.47,-4.47,9.86,0.69,-1.11,5.10,64.00,-4.70,12.608536,100.940315,-19.10,0,0,31.42,N/A$
470.21,45.41,8.13,4.47,-4.47,-4.47,9.80,0.94,-0.96,3.40,64.90,-4.00,12.608536,100.940315,-19.10,0,0,31.39,N/A$
469.00,45.41,8.13,4.47,-4.47,-4.47,9.67,0.47,-1.21,1.80,66.80,-2.50,12.608536,100.940315,-19.10,0,0,31.35,N/A$
468.91,45.39,8.13,4.47,-4.47,-4.47,9.84,0.94,-0.94,3.10,75.10,3.20,12.608536,100.940315,-19.10,0,0,31.33,N/A$
467.19,45.36,7.89,4.47,-4.47,-4.47,9.23,0.42,-1.06,1.70,93.90,5.00,12.608536,100.940315,-19.10,0,0,31.28,N/A$
476.58,44.66,7.25,4.47,-4.47,-4.47,10.34,1.11,-1.09,-4.50,108.00,2.10,12.608536,100.940315,-19.10,0,0,31.28,N/A$
488.56,43.68,7.23,4.47,-4.47,-4.47,10.01,0.96,-1.17,-5.90,126.00,-9.60,12.608536,100.940315,-19.10,0,0,31.29,N/A$
487.60,43.69,7.23,4.47,-4.47,-4.47,9.71,0.86,-0.83,-8.50,133.30,-20.50,12.608536,100.940315,-19.10,0,0,31.30,N/A$
487.05,43.67,7.88,4.47,-4.47,-4.47,9.67,0.90,-1.24,-7.60,135.10,-39.10,12.608536,100.940315,-19.10,0,0,31.31,N/A$
474.88,44.51,7.25,4.47,-4.47,-4.47,9.66,1.09,-0.80,-8.20,125.80,-59.60,12.608536,100.940315,-19.10,0,0,31.28,N/A$
486.59,43.57,7.25,4.47,-4.47,-4.47,9.91,1.02,-1.03,-11.30,111.60,-71.80,12.608536,100.940315,-19.10,0,0,31.30,N/A$
485.75,43.54,7.23,4.47,-4.47,-4.47,10.04,0.79,-1.10,-11.00,87.10,-71.70,12.608536,100.940315,-19.10,0,0,31.30,N/A$
485.33,43.49,8.12,4.47,-4.47,-4.47,10.13,1.30,-1.05,-2.70,65.30,-58.30,12.608536,100.940315,-19.10,0,0,31.28,N/A$
461.61,45.16,8.12,4.47,-4.47,-4.47,10.30,0.91,-0.95,-2.50,55.10,-41.10,12.608536,100.940315,-19.10,0,0,31.25,N/A$
461.09,45.14,8.13,4.47,-4.47,-4.47,10.15,0.93,-0.96,0.90,53.00,-25.40,12.608536,100.940315,-19.10,0,0,31.26,N/A$
460.25,45.13,8.12,4.47,-4.47,-4.47,10.60,0.98,-1.14,5.10,60.80,-10.60,12.608536,100.940315,-19.10,0,0,31.25,N/A$
459.74,45.11,8.13,4.47,-4.47,-4.47,9.74,0.83,-0.73,1.90,69.60,-0.40,12.608536,100.940315,-19.10,0,0,31.26,N/A$
459.11,45.09,8.13,4.47,-4.47,-4.47,9.56,0.65,-1.11,4.00,78.10,4.40,12.608536,100.940315,-19.10,0,0,31.27,N/A$
458.65,45.05,8.13,4.47,-4.47,-4.47,10.12,0.89,-0.82,3.90,86.80,5.90,12.608536,100.940315,-19.10,0,0,31.28,N/A$
457.94,45.03,8.13,4.47,-4.47,-4.47,9.79,0.87,-0.81,4.80,91.10,5.90,12.608536,100.940315,-19.10,0,0,31.28,N/A$
457.08,45.00,8.13,4.47,-4.47,-4.47,9.94,0.58,-1.20,4.70,92.80,6.50,12.608536,100.940315,-19.10,0,0,31.29,N/A$
456.52,44.98,8.12,4.47,-4.47,-4.47,10.24,0.70,-0.62,0.00,91.20,4.10,12.608536,100.940315,-19.10,0,0,31.29,N/A$
456.06,44.94,8.13,4.47,-4.47,-4.47,9.92,0.59,-0.97,2.90,87.00,6.00,12.608536,100.940315,-19.10,0,0,31.31,N/A$
455.11,44.90,8.13,4.47,-4.47,-4.47,9.97,0.74,-0.87,2.90,79.40,1.40,12.608536,100.940315,-19.10,0,0,31.33,N/A$
454.75,44.87,7.88,4.47,-4.47,-4.47,9.85,0.63,-0.65,-4.00,71.80,-2.50,12.608536,100.940315,-19.10,0,0,31.35,N/A$
454.74,44.84,7.22,4.47,-4.47,-4.47,9.16,0.68,-1.10,-2.10,64.30,-8.80,12.608536,100.940315,-19.10,0,0,31.35,N/A$
477.02,43.09,7.25,4.47,-4.47,-4.47,10.18,0.73,-0.85,-5.90,57.40,-18.00,12.608536,100.940315,-19.10,0,0,31.34,N/A$
476.79,43.06,7.24,4.47,-4.47,-4.47,10.20,0.81,-0.99,-3.40,54.50,-33.30,12.608536,100.940315,-19.10,0,0,31.33,N/A$
476.25,43.06,7.88,4.47,-4.47,-4.47,9.97,0.83,-0.78,-5.20,56.40,-43.90,12.608536,100.940315,-19.10,0,0,31.39,N/A$
468.59,43.52,7.22,4.47,-4.47,-4.47,9.85,0.56,-1.08,-9.40,62.40,-56.00,12.608536,100.940315,-19.10,0,0,31.53,N/A$
474.50,43.03,7.26,4.47,-4.47,-4.47,9.31,0.81,-0.81,-8.70,72.90,-65.70,12.608536,100.940315,-19.10,0,0,31.42,N/A$
473.88,43.00,7.25,4.47,-4.47,-4.47,9.41,0.58,-1.01,-13.70,86.50,-70.90,12.608536,100.940315,-19.10,0,0,31.34,N/A$
473.18,42.97,8.12,4.47,-4.47,-4.47,10.04,0.75,-0.89,-2.10,98.30,-73.70,12.608536,100.940315,-19.10,0,0,31.47,N/A$
450.16,44.59,8.12,4.47,-4.47,-4.47,10.40,0.58,-0.90,-3.00,109.10,-67.20,12.608536,100.940315,-19.10,0,0,31.43,N/A$
448.39,44.66,8.13,4.47,-4.47,-4.47,9.63,0.68,-1.10,-3.70,116.50,-61.40,12.608536,100.940315,-19.10,0,0,31.42,N/A$
447.75,44.63,8.12,4.47,-4.47,-4.47,9.88,0.65,-0.79,-4.20,121.30,-64.00,12.608536,100.940315,-19.10,0,0,31.44,N/A$
447.18,44.60,8.13,4.47,-4.47,-4.47,10.13,0.62,-1.12,-2.90,125.10,-57.40,12.608536,100.940315,-19.10,0,0,31.48,N/A$
446.62,44.58,8.13,4.47,-4.47,-4.47,10.40,0.62,-0.86,-0.10,129.10,-54.30,12.608536,100.940315,-19.10,0,0,31.45,N/A$
445.83,44.56,8.13,4.47,-4.47,-4.47,9.80,0.43,-0.95,-0.20,131.10,-54.80,12.608536,100.940315,-19.10,0,0,31.48,N/A$
445.30,44.53,8.13,4.47,-4.47,-4.47,10.39,0.77,-0.97,-3.10,130.50,-52.70,12.608536,100.940315,-19.10,0,0,31.57,N/A$
443.74,44.50,8.13,4.47,-4.47,-4.47,9.81,0.67,-0.85,-3.30,131.10,-55.60,12.608536,100.940315,-19.10,0,0,31.53,N/A$
443.29,44.46,8.13,4.47,-4.47,-4.47,9.27,0.56,-1.04,-3.40,129.40,-54.10,12.608536,100.940315,-19.10,0,0,31.53,N/A$
442.56,44.43,8.13,4.47,-4.47,-4.47,9.59,0.59,-0.83,-2.50,128.60,-55.80,12.608536,100.940315,-19.10,0,0,31.55,N/A$
442.02,44.40,7.90,4.47,-4.47,-4.47,10.10,0.75,-1.08,-8.00,123.40,-60.70,12.608536,100.940315,-19.10,0,0,31.56,N/A$
441.47,44.38,7.22,4.47,-4.47,-4.47,9.55,0.59,-0.83,-6.60,124.90,-62.80,12.608536,100.940315,-19.10,0,0,31.56,N/A$
464.95,42.60,7.24,4.47,-4.47,-4.47,10.12,0.52,-1.11,-5.60,125.40,-64.30,12.608536,100.940315,-19.10,0,0,31.68,N/A$
464.22,42.59,7.25,4.47,-4.47,-4.47,9.90,0.68,-0.87,-10.50,121.70,-67.00,12.608536,100.940315,-19.10,0,0,31.69,N/A$
463.71,42.57,7.88,4.47,-4.47,-4.47,9.60,0.62,-0.84,-10.10,116.00,-68.40,12.608536,100.940315,-19.10,0,0,31.82,N/A$
462.41,42.58,7.23,4.47,-4.47,-4.47,9.94,0.62,-0.98,-10.00,117.30,-67.30,12.608536,100.940315,-19.10,0,0,31.68,N/A$
462.02,42.57,7.24,4.47,-4.47,-4.47,9.66,0.55,-0.82,-9.90,119.00,-66.70,12.608536,100.940315,-19.10,0,0,31.62,N/A$
461.63,42.55,7.24,4.47,-4.47,-4.47,9.49,0.54,-1.08,-11.80,118.20,-66.80,12.608536,100.940315,-19.10,0,0,31.62,N/A$
461.11,42.53,8.12,4.47,-4.47,-4.47,10.14,0.76,-0.88,-4.10,116.90,-64.90,12.608536,100.940315,-19.10,0,0,31.57,N/A$
459.46,42.53,8.13,4.47,-4.47,-4.47,9.83,0.59,-0.86,-3.50,118.30,-63.40,12.608536,100.940315,-19.10,0,0,31.74,N/A$
435.51,44.24,8.13,4.47,-4.47,-4.47,9.73,0.61,-1.00,-3.10,121.20,-63.00,12.608536,100.940315,-19.10,0,0,31.75,N/A$
434.93,44.21,8.12,4.47,-4.47,-4.47,9.73,0.61,-0.81,-0.40,122.00,-63.30,12.608536,100.940315,-19.10,0,0,31.72,N/A$
433.49,44.14,8.12,4.47,-4.47,-4.47,10.13,0.65,-1.09,-1.60,123.60,-59.30,12.608536,100.940315,-19.10,0,0,31.77,N/A$
433.04,44.12,8.13,4.47,-4.47,-4.47,9.81,0.74,-0.76,-1.40,125.80,-61.90,12.608536,100.940315,-19.10,0,0,31.77,N/A$
432.57,44.10,8.13,4.47,-4.47,-4.47,9.88,0.61,-0.98,-5.50,128.50,-55.30,12.608536,100.940315,-19.10,0,0,31.78,N/A$
431.75,44.08,8.13,4.47,-4.47,-4.47,10.53,0.71,-0.98,-1.30,131.10,-54.60,12.608536,100.940315,-19.10,0,0,31.82,N/A$
431.28,44.05,8.13,4.47,-4.47,-4.47,10.31,0.50,-0.89,3.00,133.90,-50.10,12.608536,100.940315,-19.10,0,0,31.86,N/A$
430.56,44.01,8.13,4.47,-4.47,-4.47,9.98,0.67,-1.10,-4.60,133.50,-45.30,12.608536,100.940315,-19.10,0,0,31.90,N/A$
430.18,43.99,8.12,4.47,-4.47,-4.47,9.52,0.63,-0.85,-5.10,135.40,-44.00,12.608536,100.940315,-19.10,0,0,31.93,N/A$
429.31,43.96,8.13,4.47,-4.47,-4.47,9.55,0.54,-0.98,-0.20,134.60,-40.60,12.608536,100.940315,-19.10,0,0,31.95,N/A$
428.54,43.93,7.88,4.47,-4.47,-4.47,10.21,0.70,-0.85,-4.20,137.90,-38.80,12.608536,100.940315,-19.10,0,0,31.99,N/A$
450.54,42.28,7.23,4.47,-4.47,-4.47,10.25,0.46,-1.06,-3.70,139.20,-36.40,12.608536,100.940315,-19.10,0,0,32.04,N/A$
450.78,42.20,7.25,4.47,-4.47,-4.47,10.18,0.83,-0.93,-10.70,137.00,-36.40,12.608536,100.940315,-19.10,0,0,32.06,N/A$
450.03,42.19,7.23,4.47,-4.47,-4.47,9.93,0.71,-0.85,-7.70,135.50,-31.40,12.608536,100.940315,-19.10,0,0,32.06,N/A$
449.40,42.16,7.88,4.47,-4.47,-4.47,9.88,0.55,-1.01,-4.80,136.00,-32.80,12.608536,100.940315,-19.10,0,0,32.07,N/A$
448.80,42.17,7.22,4.47,-4.47,-4.47,9.93,0.65,-0.78,-4.50,136.30,-28.70,12.608536,100.940315,-19.10,0,0,32.09,N/A$
449.03,42.09,7.26,4.47,-4.47,-4.47,9.94,0.50,-1.11,-4.40,137.00,-28.00,12.608536,100.940315,-19.10,0,0,32.11,N/A$
448.03,42.06,7.18,4.47,-4.47,-4.47,9.70,0.73,-0.84,-7.70,136.20,-25.50,12.608536,100.940315,-19.10,0,0,32.13,N/A$
447.42,42.06,8.12,4.47,-4.47,-4.47,9.20,0.63,-0.84,-0.50,134.10,-21.70,12.608536,100.940315,-19.10,0,0,32.12,N/A$
423.00,43.79,8.12,4.47,-4.47,-4.47,9.74,0.55,-0.95,1.30,135.70,-20.00,12.608536,100.940315,-19.10,0,0,32.08,N/A$
422.55,43.76,8.12,4.47,-4.47,-4.47,9.88,0.62,-0.77,0.10,132.30,-20.80,12.608536,100.940315,-19.10,0,0,32.09,N/A$
422.13,43.72,8.13,4.47,-4.47,-4.47,9.91,0.56,-1.16,2.90,133.00,-18.30,12.608536,100.940315,-19.10,0,0,32.10,N/A$
421.22,43.69,8.13,4.47,-4.47,-4.47,9.88,0.72,-0.79,-0.10,131.40,-20.00,12.608536,100.940315,-19.10,0,0,32.10,N/A$
420.71,43.66,8.13,4.47,-4.47,-4.47,10.51,0.71,-1.04,-1.10,131.70,-19.40,12.608536,100.940315,-19.10,0,0,32.10,N/A$
419.98,43.63,8.13,4.47,-4.47,-4.47,10.23,0.59,-0.90,2.70,131.30,-14.30,12.608536,100.940315,-19.10,0,0,32.11,N/A$
419.41,43.59,8.13,4.47,-4.47,-4.47,10.37,0.63,-0.91,2.10,131.50,-15.70,12.608536,100.940315,-19.10,0,0,32.12,N/A$
418.73,43.57,8.13,4.47,-4.47,-4.47,10.09,0.65,-1.04,2.50,130.10,-12.70,12.608536,100.940315,-19.10,0,0,32.13,N/A$
418.06,43.55,8.13,4.47,-4.47,-4.47,9.69,0.65,-0.75,-0.60,128.90,-13.20,12.608536,100.940315,-19.10,0,0,32.13,N/A$
417.47,43.54,8.13,4.47,-4.47,-4.47,10.06,0.64,-1.00,4.30,127.10,-8.30,12.608536,100.940315,-19.10,0,0,32.14,N/A$
416.02,43.50,7.88,4.47,-4.47,-4.47,9.86,0.50,-0.82,0.60,123.40,-9.50,12.608536,100.940315,-19.10,0,0,32.16,N/A$
419.09,43.24,7.20,4.47,-4.47,-4.47,10.18,0.67,-1.08,-2.20,123.00,-10.50,12.608536,100.940315,-19.10,0,0,32.18,N/A$
439.34,41.67,7.22,4.47,-4.47,-4.47,9.54,0.61,-0.78,-4.80,121.90,-5.30,12.608536,100.940315,-19.10,0,0,32.22,N/A$
438.64,41.68,7.24,4.47,-4.47,-4.47,9.57,0.60,-0.97,-5.50,123.40,-7.50,12.608536,100.940315,-19.10,0,0,32.23,N/A$
437.91,41.67,7.88,4.47,-4.47,-4.47,10.18,0.77,-0.97,-5.30,118.80,-4.40,12.608536,100.940315,-19.10,0,0,32.23,N/A$
423.16,42.73,7.23,4.47,-4.47,-4.47,9.55,0.54,-0.82,-3.90,119.00,-5.80,12.608536,100.940315,-19.10,0,0,32.21,N/A$
436.36,41.66,7.25,4.47,-4.47,-4.47,9.67,0.62,-1.02,-6.10,117.10,-1.20,12.608536,100.940315,-19.10,0,0,32.25,N/A$
435.86,41.63,7.24,4.47,-4.47,-4.47,9.47,0.63,-0.83,-7.10,115.40,-3.30,12.608536,100.940315,-19.10,0,0,32.26,N/A$
435.13,41.62,8.12,4.47,-4.47,-4.47,9.32,0.57,-0.94,3.40,112.50,2.10,12.608536,100.940315,-19.10,0,0,32.28,N/A$
416.73,42.90,8.12,4.47,-4.47,-4.47,9.72,0.69,-0.89,1.70,110.60,2.40,12.608536,100.940315,-19.10,0,0,32.27,N/A$
410.07,43.31,8.13,4.47,-4.47,-4.47,9.76,0.50,-0.88,0.20,109.70,3.00,12.608536,100.940315,-19.10,0,0,32.29,N/A$
409.56,43.27,8.12,4.47,-4.47,-4.47,9.94,0.62,-1.01,4.00,108.90,4.80,12.608536,100.940315,-19.10,0,0,32.32,N/A$
408.94,43.23,8.12,4.47,-4.47,-4.47,10.17,0.68,-0.83,0.40,104.90,3.50,12.608536,100.940315,-19.10,0,0,32.35,N/A$
408.19,43.21,8.12,4.47,-4.47,-4.47,10.60,0.62,-1.02,5.50,103.20,5.20,12.608536,100.940315,-19.10,0,0,32.36,N/A$
407.34,43.18,8.13,4.47,-4.47,-4.47,9.42,0.63,-0.82,3.90,101.30,5.60,12.608536,100.940315,-19.10,0,0,32.38,N/A$
406.72,43.15,8.13,4.47,-4.47,-4.47,9.62,0.56,-0.96,2.00,98.70,4.30,12.608536,100.940315,-19.10,0,0,32.41,N/A$
406.12,43.12,8.13,4.47,-4.47,-4.47,10.58,0.69,-0.98,2.90,97.80,4.00,12.608536,100.940315,-19.10,0,0,32.46,N/A$
405.58,43.08,8.13,4.47,-4.47,-4.47,10.08,0.61,-0.89,1.00,97.10,3.60,12.608536,100.940315,-19.10,0,0,32.45,N/A$
405.06,43.05,8.13,4.47,-4.47,-4.47,9.50,0.61,-1.02,3.40,95.80,7.20,12.608536,100.940315,-19.10,0,0,32.48,N/A$
404.39,43.03,8.13,4.47,-4.47,-4.47,9.50,0.66,-0.84,3.80,95.50,7.40,12.608536,100.940315,-19.10,0,0,32.47,N/A$
403.81,43.01,7.89,4.47,-4.47,-4.47,9.66,0.53,-0.96,-3.20,95.80,5.00,12.608536,100.940315,-19.10,0,0,32.55,N/A$
403.39,42.99,7.22,4.47,-4.47,-4.47,10.17,0.74,-0.95,-5.10,99.40,4.50,12.608536,100.940315,-19.10,0,0,32.57,N/A$
427.13,41.18,7.23,4.47,-4.47,-4.47,10.02,0.56,-0.92,-4.10,94.10,4.50,12.608536,100.940315,-19.10,0,0,32.64,N/A$
426.40,41.18,7.24,4.47,-4.47,-4.47,9.63,0.63,-0.95,1.40,96.90,1.90,12.608536,100.940315,-19.10,0,0,32.72,N/A$
425.63,41.17,7.88,4.47,-4.47,-4.47,9.66,0.67,-0.85,-3.90,95.10,3.20,12.608536,100.940315,-19.10,0,0,32.61,N/A$
424.47,41.14,7.23,4.47,-4.47,-4.47,10.10,0.53,-1.02,-5.90,92.30,6.70,12.608536,100.940315,-19.10,0,0,32.58,N/A$
423.91,41.13,7.25,4.47,-4.47,-4.47,9.62,0.68,-0.87,-4.40,91.20,4.20,12.608536,100.940315,-19.10,0,0,32.87,N/A$
423.11,41.10,7.24,4.47,-4.47,-4.47,9.57,0.54,-0.93,-5.50,91.80,3.30,12.608536,100.940315,-19.10,0,0,32.64,N/A$
422.58,41.08,8.12,4.47,-4.47,-4.47,10.18,0.68,-0.87,2.00,88.30,5.00,12.608536,100.940315,-19.10,0,0,32.78,N/A$
409.50,41.87,8.12,4.47,-4.47,-4.47,10.12,0.66,-0.92,3.60,89.30,5.80,12.608536,100.940315,-19.10,0,0,32.78,N/A$
396.61,42.76,8.12,4.47,-4.47,-4.47,9.77,0.59,-1.11,6.10,88.40,6.80,12.608536,100.940315,-19.10,0,0,32.80,N/A$
395.93,42.73,8.12,4.47,-4.47,-4.47,9.84,0.64,-0.89,5.10,86.80,5.70,12.608536,100.940315,-19.10,0,0,32.81,N/A$
395.37,42.70,8.12,4.47,-4.47,-4.47,9.53,0.49,-0.96,0.30,85.40,4.00,12.608536,100.940315,-19.10,0,0,32.83,N/A$
394.42,42.67,8.12,4.47,-4.47,-4.47,10.10,0.68,-0.92,3.70,85.80,5.00,12.608536,100.940315,-19.10,0,0,32.86,N/A$
394.02,42.64,8.12,4.47,-4.47,-4.47,10.22,0.70,-0.90,0.90,85.90,3.70,12.608536,100.940315,-19.10,0,0,32.89,N/A$
393.12,42.61,8.13,4.47,-4.47,-4.47,9.59,0.57,-1.01,4.30,86.20,4.80,12.608536,100.940315,-19.10,0,0,32.92,N/A$
392.46,42.59,8.13,4.47,-4.47,-4.47,9.64,0.61,-0.77,-0.30,85.60,4.50,12.608536,100.940315,-19.10,0,0,32.94,N/A$
391.75,42.57,8.12,4.47,-4.47,-4.47,10.17,0.56,-1.06,2.70,86.10,2.80,12.608536,100.940315,-19.10,0,0,32.99,N/A$
391.38,42.54,8.13,4.47,-4.47,-4.47,9.93,0.67,-0.86,4.40,83.50,5.20,12.608536,100.940315,-19.10,0,0,33.01,N/A$
390.68,42.52,7.90,4.47,-4.47,-4.47,10.48,0.69,-1.06,6.00,82.50,4.70,12.608536,100.940315,-19.10,0,0,33.03,N/A$
389.93,42.49,7.26,4.47,-4.47,-4.47,9.32,0.56,-0.78,-4.60,79.00,-3.20,12.608536,100.940315,-19.10,0,0,33.09,N/A$
413.81,40.67,7.23,4.47,-4.47,-4.47,9.91,0.54,-1.00,-4.40,79.90,-0.30,12.608536,100.940315,-19.10,0,0,33.15,N/A$
413.27,40.68,7.25,4.47,-4.47,-4.47,9.84,0.62,-0.92,-3.30,79.00,-0.20,12.608536,100.940315,-19.10,0,0,33.26,N/A$
411.84,40.70,7.89,4.47,-4.47,-4.47,10.60,0.70,-0.85,3.70,74.20,-0.70,12.608536,100.940315,-19.10,0,0,33.19,N/A$
411.35,40.69,7.23,4.47,-4.47,-4.47,10.19,0.68,-1.11,1.60,72.40,-2.30,12.608536,100.940315,-19.10,0,0,33.26,N/A$
409.22,40.71,7.22,4.47,-4.47,-4.47,9.33,0.60,-0.73,-5.50,72.60,-2.80,12.608536,100.940315,-19.10,0,0,33.27,N/A$
408.68,40.69,7.24,4.47,-4.47,-4.47,10.49,0.63,-1.06,-4.80,71.30,-7.60,12.608536,100.940315,-19.10,0,0,33.30,N/A$
407.26,40.68,8.11,4.47,-4.47,-4.47,10.71,0.69,-0.85,0.80,67.20,-3.50,12.608536,100.940315,-19.10,0,0,33.34,N/A$
384.24,42.31,8.12,4.47,-4.47,-4.47,10.20,0.57,-1.02,2.00,65.30,-4.60,12.608536,100.940315,-19.10,0,0,33.34,N/A$
383.40,42.27,8.12,4.47,-4.47,-4.47,9.95,0.81,-1.03,5.80,63.30,-6.00,12.608536,100.940315,-19.10,0,0,33.37,N/A$
382.84,42.24,8.12,4.47,-4.47,-4.47,9.88,0.57,-0.75,-1.50,62.40,-10.80,12.608536,100.940315,-19.10,0,0,33.40,N/A$
382.32,42.22,8.12,4.47,-4.47,-4.47,10.35,0.60,-1.15,1.30,61.80,-8.50,12.608536,100.940315,-19.10,0,0,33.41,N/A$
381.80,42.19,8.12,4.47,-4.47,-4.47,9.79,0.65,-0.81,1.00,62.10,-9.20,12.608536,100.940315,-19.10,0,0,33.46,N/A$
